ITEM   	 LEN_P 	 LEN_L 	   N   	   PN   	  AOA  	  AOA2  	  IMG  	  IMG2  	
basques	   -  	   7	   1		-1	-1	-1	-1	
baths	   4	   5	   5	   5	-1	-1	-1	-1	
batt	   -  	   4	   5		-1	-1	-1	-1	
battalion	   8	   9	   0	   1	-1	-1	-1	-1	
battalions	   9	  10	   0	   1	-1	-1	-1	-1	
batteries	   7	   9	   0	   2	-1	-1	-1	-1	
battlement	   -  	  10	   0		-1	-1	-1	-1	
battleship	   7	  10	   0	   0	-1	-1	-1	-1	
baud	   -  	   4	   4		-1	-1	-1	-1	
bawd	   -  	   4	   4		-1	-1	-1	-1	
bayonets	   7	   8	   0	   1	-1	-1	-1	-1	
bazookas	   7	   8	   0	   1	-1	-1	-1	-1	
beads	   4	   5	  11	  17	-1	-1	-1	-1	
beak	   3	   4	  11	  24	 263	-1	 579	-1	
beards	   4	   6	   1	   7	-1	-1	-1	-1	
beast	   4	   5	   5	  16	 319	-1	 558	-1	
beasts	   5	   6	   4	   5	-1	-1	-1	-1	
beautician	   -  	  10	   0		-1	-1	-1	-1	
bedchamber	   -  	  10	   0		-1	-1	-1	-1	
bedfellow	   -  	   9	   0		-1	-1	-1	-1	
bedouins	   7	   8	   0	   1	-1	-1	-1	-1	
bedridden	   7	   9	   0	   0	-1	-1	-1	-1	
beekeeper	   -  	   9	   0		-1	-1	-1	-1	
beekeeping	   -  	  10	   0		-1	-1	-1	-1	
beers	   3	   5	   6	  28	-1	-1	-1	-1	
beet	   3	   4	  11	  24	-1	-1	-1	-1	
beets	   4	   5	   4	  16	-1	-1	-1	-1	
beginner	   7	   8	   0	   1	-1	-1	-1	-1	
beginners	   7	   9	   0	   1	-1	-1	-1	-1	
beginnings	   8	  10	   0	   1	-1	-1	-1	-1	
begonia	   -  	   7	   0		-1	-1	-1	-1	
begonias	   -  	   8	   0		-1	-1	-1	-1	
behaviors	   -  	   9	   0		-1	-1	-1	-1	
behaviour	   8	   9	   0	   0	 400	-1	 351	-1	
behaviours	   -  	  10	   0		-1	-1	-1	-1	
behemoth	   7	   8	   0	   0	-1	-1	-1	-1	
behemoths	   -  	   9	   0		-1	-1	-1	-1	
beholder	   8	   8	   1	   1	-1	-1	-1	-1	
belabor	   -  	   7	   0		-1	-1	-1	-1	
believer	   7	   8	   2	   1	-1	-1	-1	-1	
believers	   7	   9	   0	   1	-1	-1	-1	-1	
bellyache	   -  	   9	   0		-1	-1	-1	-1	
belongings	   8	  10	   0	   1	-1	-1	-1	-1	
bemusement	   -  	  10	   0		-1	-1	-1	-1	
bench	   4	   5	   5	   6	 311	-1	 555	-1	
benefits	   8	   8	   0	   1	-1	-1	-1	-1	
bere	   -  	   4	   7		-1	-1	-1	-1	
bergs	   -  	   5	   0		-1	-1	-1	-1	
berliner	   -  	   8	   0		-1	-1	-1	-1	
berliners	   -  	   9	   0		-1	-1	-1	-1	
berms	   -  	   5	   3		-1	-1	-1	-1	
berths	   4	   6	   1	   3	-1	-1	-1	-1	
bestseller	   -  	  10	   0		-1	-1	-1	-1	
betrayal	   7	   8	   0	   1	 492	-1	 358	-1	
betrayals	   8	   9	   0	   1	-1	-1	-1	-1	
betterment	   8	  10	   0	   0	 569	-1	 310	-1	
beverage	   7	   8	   1	   0	-1	-1	 565	-1	
beverages	   9	   9	   0	   0	-1	-1	-1	-1	
biases	   6	   6	   1	   0	-1	-1	-1	-1	
bicuspids	   -  	   9	   0		-1	-1	-1	-1	
bicycles	   7	   8	   1	   3	-1	-1	-1	-1	
bier	   3	   4	   3	  23	-1	-1	-1	-1	
bikes	   4	   5	   4	  11	-1	-1	-1	-1	
bikini	   6	   6	   0	   0	-1	-1	-1	-1	
bikinis	   -  	   7	   0		-1	-1	-1	-1	
binaries	   -  	   8	   0		-1	-1	-1	-1	
bins	   4	   4	  13	  20	-1	-1	-1	-1	
biomass	   -  	   7	   0		-1	-1	-1	-1	
biopsy	   -  	   6	   0		-1	-1	-1	-1	
biosphere	   7	   9	   0	   0	-1	-1	-1	-1	
birth	   3	   5	   5	  18	 328	 317	 532	-1	
births	   4	   6	   1	   3	-1	-1	-1	-1	
bisque	   -  	   6	   0		-1	-1	-1	-1	
bitchiness	   7	  10	   0	   1	-1	-1	-1	-1	
bitterness	   7	  10	   0	   0	 497	-1	 378	-1	
bitumen	   8	   7	   0	   0	-1	-1	-1	-1	
biz	   3	   3	   5	  26	-1	-1	-1	-1	
blackberry	   8	  10	   0	   0	-1	-1	-1	-1	
blan	   -  	   4	   6		-1	-1	-1	-1	
blasphemy	   8	   9	   1	   0	-1	-1	 355	-1	
blemishes	   8	   9	   0	   0	-1	-1	-1	-1	
blob	   4	   4	   4	   8	-1	-1	-1	-1	
blobs	   5	   5	   5	   4	-1	-1	-1	-1	
blockages	   -  	   9	   0		-1	-1	-1	-1	
blocs	   5	   5	   4	  11	-1	-1	-1	-1	
blog	   -  	   4	   7		-1	-1	-1	-1	
blogs	   -  	   5	   5		-1	-1	-1	-1	
bloke	   4	   5	   1	   9	 459	-1	 571	-1	
blokes	   5	   6	   0	   4	-1	-1	-1	-1	
blondes	   6	   7	   0	   5	-1	-1	-1	-1	
blonds	   -  	   6	   3		-1	-1	-1	-1	
bloods	   -  	   6	   4		-1	-1	-1	-1	
blouse	   4	   6	   0	   7	 313	-1	 605	-1	
bluebonnet	   -  	  10	   0		-1	-1	-1	-1	
blurb	   4	   5	   1	   4	-1	-1	-1	-1	
blurbs	   -  	   6	   0		-1	-1	-1	-1	
boar	   3	   4	   5	  27	-1	-1	 524	-1	
boche	   -  	   5	   0		-1	-1	-1	-1	
bodyguards	   8	  10	   0	   1	-1	-1	-1	-1	
boer	   -  	   4	   4		-1	-1	-1	-1	
boers	   -  	   5	   3		-1	-1	-1	-1	
bog	   3	   3	  19	  20	-1	-1	-1	-1	
bogeyman	   -  	   8	   1		-1	-1	-1	-1	
bogeymen	   -  	   8	   0		-1	-1	-1	-1	
bolero	   -  	   6	   0		-1	-1	-1	-1	
bolsheviks	   -  	  10	   0		-1	-1	-1	-1	
bom	   -  	   3	  13		-1	-1	-1	-1	
bombardier	   -  	  10	   0		-1	-1	-1	-1	
bonfire	   7	   7	   0	   1	-1	-1	-1	-1	
bonfires	   7	   8	   0	   1	-1	-1	-1	-1	
bonuses	   7	   7	   0	   0	-1	-1	-1	-1	
bookcases	   8	   9	   0	   0	-1	-1	-1	-1	
bookkeeper	   8	  10	   0	   0	-1	 504	-1	 526	
bookmakers	   8	  10	   0	   1	-1	-1	-1	-1	
bookmobile	   -  	  10	   0		-1	-1	-1	-1	
bookseller	   8	  10	   0	   0	-1	-1	-1	-1	
boolean	   -  	   7	   0		-1	-1	-1	-1	
booms	   4	   5	   5	  15	-1	-1	-1	-1	
boor	   3	   4	   9	   9	-1	-1	-1	-1	
boors	   -  	   5	   7		-1	-1	-1	-1	
booths	   4	   6	   0	   7	-1	-1	-1	-1	
borderline	   7	  10	   0	   0	-1	-1	-1	-1	
borrower	   6	   8	   1	   1	-1	-1	-1	-1	
borrowers	   6	   9	   0	   1	-1	-1	-1	-1	
borrowings	   7	  10	   0	   1	-1	-1	-1	-1	
borsch	   3	   6	   0	   8	-1	-1	-1	-1	
botanist	   8	   8	   0	   1	-1	 570	-1	 438	
botanists	   9	   9	   0	   1	-1	-1	-1	-1	
botany	   6	   6	   0	   0	-1	 568	 410	-1	
bottleneck	   7	  10	   0	   0	-1	-1	-1	-1	
bough	   2	   5	   4	  19	-1	-1	-1	-1	
boughs	   3	   6	   3	  21	-1	-1	-1	-1	
bouillon	   5	   8	   0	   0	-1	-1	-1	-1	
boulevards	   8	  10	   0	   1	-1	-1	-1	-1	
bounciness	   -  	  10	   0		-1	-1	-1	-1	
boundary	   7	   8	   0	   1	 472	-1	 435	-1	
bourn	   -  	   5	   1		-1	-1	-1	-1	
bout	   3	   4	   8	  19	 665	-1	 195	-1	
bouts	   4	   5	   5	  15	-1	-1	-1	-1	
bove	   -  	   4	  11		-1	-1	-1	-1	
bra	   3	   3	   3	   8	-1	-1	-1	-1	
bracero	   -  	   7	   0		-1	-1	-1	-1	
brach	   -  	   5	   3		-1	-1	-1	-1	
bran	   4	   4	   7	  11	-1	-1	-1	-1	
brank	   -  	   5	   7		-1	-1	-1	-1	
bras	   4	   4	   7	   6	-1	-1	-1	-1	
brasserie	   7	   9	   0	   0	-1	-1	-1	-1	
brat	   4	   4	   8	  10	-1	-1	-1	-1	
brats	   -  	   5	   3		-1	-1	-1	-1	
bravado	   7	   7	   0	   0	-1	-1	-1	-1	
bravery	   7	   7	   1	   0	-1	-1	 450	-1	
brawls	   5	   6	   1	   4	-1	-1	-1	-1	
brazilians	   -  	  10	   0		-1	-1	-1	-1	
breads	   -  	   6	   5		-1	-1	-1	-1	
breadth	   5	   7	   0	   1	-1	-1	-1	-1	
breasts	   6	   7	   0	   3	-1	-1	-1	-1	
breaths	   5	   7	   2	   1	-1	-1	-1	-1	
brevity	   7	   7	   0	   0	-1	-1	-1	-1	
breweries	   6	   9	   0	   1	-1	-1	-1	-1	
brewery	   5	   7	   1	   1	-1	-1	-1	-1	
bribery	   7	   7	   0	   0	-1	-1	-1	-1	
bricklayer	   8	  10	   0	   0	-1	 437	-1	 574	
bricks	   5	   6	   1	   4	-1	-1	-1	-1	
brides	   5	   6	   2	   7	-1	-1	-1	-1	
briefcases	   9	  10	   0	   0	-1	-1	-1	-1	
brig	   -  	   4	   3		-1	-1	-1	-1	
brigadier	   8	   9	   0	   0	-1	-1	-1	-1	
brine	   4	   5	   6	   8	-1	-1	-1	-1	
brinks	   -  	   6	   4		-1	-1	-1	-1	
brit	   -  	   4	   5		-1	-1	-1	-1	
brits	   -  	   5	   3		-1	-1	-1	-1	
bronchitis	   9	  10	   0	   0	-1	-1	-1	-1	
brooch	   4	   6	   1	   4	-1	-1	-1	-1	
broom	   4	   5	   4	  10	 313	-1	 595	-1	
brooms	   5	   6	   4	   8	-1	-1	-1	-1	
broth	   4	   5	   2	   3	-1	-1	-1	-1	
broths	   -  	   6	   1		-1	-1	-1	-1	
brouhaha	   -  	   8	   0		-1	-1	-1	-1	
brow	   3	   4	   5	   7	 473	-1	 425	-1	
brows	   4	   5	   5	  10	-1	-1	-1	-1	
brute	   4	   5	   0	  12	 491	-1	 299	-1	
buccaneers	   7	  10	   0	   1	-1	-1	-1	-1	
buddhism	   -  	   8	   0		-1	-1	-1	-1	
buds	   4	   4	   7	  12	-1	-1	-1	-1	
buffalos	   -  	   8	   0		-1	-1	-1	-1	
bugaboo	   -  	   7	   0		-1	-1	-1	-1	
bulb	   4	   4	   2	   3	 293	-1	 611	-1	
bulbs	   5	   5	   1	   1	-1	-1	-1	-1	
bulldozer	   8	   9	   1	   1	-1	-1	-1	-1	
bulldozers	   8	  10	   0	   1	-1	-1	-1	-1	
bulletin	   7	   8	   0	   1	-1	-1	-1	-1	
bulletins	   8	   9	   0	   1	-1	-1	-1	-1	
bulls	   4	   5	   9	   9	-1	-1	-1	-1	
bumblebees	   -  	  10	   0		-1	-1	-1	-1	
bund	   -  	   4	   8		-1	-1	-1	-1	
bungalow	   7	   8	   0	   1	-1	 380	 543	-1	
bungalows	   8	   9	   0	   1	-1	-1	-1	-1	
bunks	   5	   5	   4	   7	-1	-1	-1	-1	
buns	   4	   4	  14	  18	-1	-1	-1	-1	
buoyancy	   6	   8	   0	   0	-1	-1	-1	-1	
bureaucrat	   9	  10	   0	   0	-1	-1	-1	-1	
burglaries	   8	  10	   0	   1	-1	-1	-1	-1	
burglary	   7	   8	   1	   1	-1	-1	-1	-1	
burial	   5	   6	   0	   2	 446	-1	 544	-1	
burials	   6	   7	   0	   1	-1	-1	-1	-1	
burrower	   -  	   8	   2		-1	-1	-1	-1	
burse	   -  	   5	   5		-1	-1	-1	-1	
businesses	   8	  10	   0	   0	-1	-1	-1	-1	
butchery	   6	   8	   1	   1	-1	-1	-1	-1	
buttercups	   8	  10	   0	   1	-1	-1	-1	-1	
butterfat	   -  	   9	   0		-1	-1	-1	-1	
buttonhole	   7	  10	   0	   0	-1	-1	-1	-1	
buttresses	   8	  10	   1	   0	-1	-1	-1	-1	
byproduct	   -  	   9	   0		-1	-1	-1	-1	
bystander	   9	   9	   0	   1	-1	-1	-1	-1	
bystanders	   9	  10	   0	   1	-1	-1	-1	-1	
byte	   -  	   4	   2		-1	-1	-1	-1	
bytes	   -  	   5	   2		-1	-1	-1	-1	
cab	   3	   3	  13	  16	-1	-1	-1	-1	
cabanas	   -  	   7	   0		-1	-1	-1	-1	
cabaret	   6	   7	   0	   1	-1	-1	-1	-1	
cabarets	   7	   8	   0	   1	-1	-1	-1	-1	
cabbages	   7	   8	   0	   1	-1	-1	-1	-1	
cabdrivers	   -  	  10	   0		-1	-1	-1	-1	
cabernets	   -  	   9	   0		-1	-1	-1	-1	
cabinets	   8	   8	   0	   1	-1	-1	-1	-1	
cabooses	   -  	   8	   0		-1	-1	-1	-1	
cad	   3	   3	  19	  30	-1	-1	-1	-1	
cadences	   8	   8	   0	   0	-1	-1	-1	-1	
cadmium	   6	   7	   0	   0	-1	-1	-1	-1	
cads	   -  	   4	  10		-1	-1	-1	-1	
caesarean	   -  	   9	   0		-1	-1	-1	-1	
caesareans	   -  	  10	   0		-1	-1	-1	-1	
cairn	   3	   5	   0	  11	-1	-1	-1	-1	
cairns	   4	   6	   0	   9	-1	-1	-1	-1	
cakes	   4	   5	  15	  18	-1	-1	-1	-1	
cal	   -  	   3	  11		-1	-1	-1	-1	
calcium	   6	   7	   0	   0	 540	-1	 293	-1	
calculus	   9	   8	   0	   0	 689	-1	 435	-1	
calendar	   8	   8	   0	   1	-1	-1	-1	-1	
calendars	   8	   9	   0	   1	-1	-1	-1	-1	
caliber	   -  	   7	   0		-1	-1	-1	-1	
calipers	   -  	   8	   0		-1	-1	-1	-1	
calles	   -  	   6	   5		-1	-1	-1	-1	
calorie	   6	   7	   0	   4	-1	-1	-1	-1	
calories	   7	   8	   0	   3	-1	-1	-1	-1	
calves	   4	   6	   3	  10	-1	-1	-1	-1	
calypsos	   -  	   8	   0		-1	-1	-1	-1	
camcorder	   -  	   9	   0		-1	-1	-1	-1	
camcorders	   -  	  10	   0		-1	-1	-1	-1	
cameos	   6	   6	   1	   1	-1	-1	-1	-1	
cameras	   7	   7	   0	   1	-1	-1	-1	-1	
campaigner	   8	  10	   1	   0	-1	-1	-1	-1	
campfire	   8	   8	   0	   0	-1	-1	-1	-1	
campfires	   -  	   9	   0		-1	-1	-1	-1	
camps	   5	   5	   2	   9	-1	-1	-1	-1	
campuses	   8	   8	   0	   1	-1	-1	-1	-1	
canaanite	   -  	   9	   0		-1	-1	-1	-1	
candidate	   8	   9	   0	   1	 578	-1	 452	-1	
candidates	   9	  10	   0	   1	-1	-1	-1	-1	
canes	   4	   5	  14	  20	-1	-1	-1	-1	
canister	   8	   8	   1	   1	-1	-1	-1	-1	
canisters	   8	   9	   1	   1	-1	-1	-1	-1	
cannabis	   7	   8	   0	   0	-1	-1	-1	-1	
canneries	   -  	   9	   0		-1	-1	-1	-1	
cannery	   6	   7	   1	   3	-1	-1	-1	-1	
cannibal	   6	   8	   0	   1	-1	-1	-1	-1	
cannibals	   7	   9	   0	   1	-1	-1	-1	-1	
cannister	   -  	   9	   0		-1	-1	-1	-1	
canoeing	   6	   8	   0	   0	-1	-1	-1	-1	
canola	   -  	   6	   0		-1	-1	-1	-1	
canopy	   6	   6	   0	   1	-1	-1	-1	-1	
canvases	   8	   8	   0	   1	-1	-1	-1	-1	
canvasses	   8	   9	   1	   1	-1	-1	-1	-1	
capes	   4	   5	  11	  14	-1	-1	-1	-1	
capitals	   7	   8	   0	   1	-1	-1	-1	-1	
caprices	   8	   8	   0	   0	-1	-1	-1	-1	
capsaicin	   -  	   9	   0		-1	-1	-1	-1	
caravan	   7	   7	   0	   1	-1	-1	 562	-1	
caravans	   8	   8	   0	   1	-1	-1	-1	-1	
caravel	   -  	   7	   1		-1	-1	-1	-1	
carbonate	   -  	   9	   0		-1	-1	-1	-1	
carcasses	   7	   9	   0	   1	-1	-1	-1	-1	
cardinals	   7	   9	   0	   1	-1	-1	-1	-1	
cards	   4	   5	   6	  11	-1	-1	-1	-1	
caresses	   7	   8	   1	   1	-1	-1	-1	-1	
caretaker	   7	   9	   0	   1	-1	-1	-1	-1	
caretakers	   7	  10	   0	   1	-1	-1	-1	-1	
caribou	   6	   7	   0	   0	-1	-1	-1	-1	
carillon	   8	   8	   0	   0	-1	-1	-1	-1	
carjacker	   -  	   9	   0		-1	-1	-1	-1	
carjackers	   -  	  10	   0		-1	-1	-1	-1	
carmaker	   -  	   8	   0		-1	-1	-1	-1	
carmakers	   -  	   9	   0		-1	-1	-1	-1	
carnation	   6	   9	   0	   1	-1	-1	-1	-1	
carnations	   7	  10	   0	   1	-1	-1	-1	-1	
carnauba	   -  	   8	   0		-1	-1	-1	-1	
carnivals	   -  	   9	   0		-1	-1	-1	-1	
carnivore	   7	   9	   0	   1	-1	-1	-1	-1	
carnivores	   7	  10	   0	   1	-1	-1	-1	-1	
carotene	   -  	   8	   0		-1	-1	-1	-1	
carpenters	   8	  10	   0	   1	-1	-1	-1	-1	
carpentry	   8	   9	   0	   0	-1	-1	-1	-1	
carriages	   7	   9	   1	   2	-1	-1	-1	-1	
carrier	   5	   7	   4	   5	-1	-1	-1	-1	
carriers	   5	   8	   2	   6	-1	-1	-1	-1	
carrion	   5	   7	   0	   3	-1	-1	-1	-1	
carrozza	   -  	   8	   0		-1	-1	-1	-1	
cars	   3	   4	  15	  22	-1	-1	-1	-1	
cartilage	   7	   9	   0	   0	 592	-1	 421	-1	
cartoonist	   8	  10	   0	   0	-1	-1	-1	-1	
cartridges	   8	  10	   1	   1	-1	-1	-1	-1	
carts	   4	   5	   7	  16	-1	-1	-1	-1	
caseloads	   -  	   9	   0		-1	-1	-1	-1	
caseworker	   8	  10	   0	   0	-1	-1	-1	-1	
casinos	   7	   7	   1	   1	-1	-1	-1	-1	
cask	   4	   4	   6	   5	-1	-1	-1	-1	
casks	   -  	   5	   4		-1	-1	-1	-1	
casserole	   7	   9	   0	   1	-1	-1	-1	-1	
castaways	   -  	   9	   0		-1	-1	-1	-1	
caste	   4	   5	   6	  16	-1	 597	 423	 293	
castration	   8	  10	   0	   0	-1	-1	-1	-1	
casuals	   -  	   7	   0		-1	-1	-1	-1	
catacomb	   -  	   8	   0		-1	-1	-1	-1	
catacombs	   -  	   9	   0		-1	-1	-1	-1	
catalog	   -  	   7	   0		-1	-1	-1	-1	
catalogs	   -  	   8	   0		-1	-1	-1	-1	
catalogues	   8	  10	   1	   2	-1	-1	-1	-1	
catalyst	   8	   8	   0	   0	-1	-1	-1	-1	
catalysts	   -  	   9	   0		-1	-1	-1	-1	
catamount	   -  	   9	   0		-1	-1	-1	-1	
catapult	   -  	   8	   0		-1	-1	-1	-1	
catapults	   -  	   9	   0		-1	-1	-1	-1	
cataracts	   9	   9	   0	   1	-1	-1	-1	-1	
caterer	   7	   7	   1	   0	-1	-1	-1	-1	
caterers	   -  	   8	   0		-1	-1	-1	-1	
catharsis	   7	   9	   0	   0	-1	-1	-1	-1	
cathedral	   8	   9	   0	   1	-1	-1	 599	-1	
cathedrals	   9	  10	   0	   1	-1	-1	-1	-1	
catheters	   -  	   9	   0		-1	-1	-1	-1	
cats	   4	   4	  15	  19	-1	-1	-1	-1	
caucasians	   -  	  10	   0		-1	-1	-1	-1	
caucuses	   7	   8	   0	   2	-1	-1	-1	-1	
causation	   6	   9	   0	   0	-1	-1	-1	-1	
cavalcade	   7	   9	   0	   0	-1	-1	-1	-1	
cavalry	   6	   7	   0	   0	-1	-1	-1	-1	
caveats	   -  	   7	   0		-1	-1	-1	-1	
caves	   4	   5	  12	   9	-1	-1	-1	-1	
cavities	   7	   8	   0	   1	-1	-1	-1	-1	
cavity	   6	   6	   0	   1	-1	-1	-1	-1	
ceasefire	   -  	   9	   0		-1	-1	-1	-1	
celebrant	   -  	   9	   0		-1	-1	-1	-1	
celebre	   -  	   7	   0		-1	-1	-1	-1	
celery	   6	   6	   0	   1	-1	-1	-1	-1	
cell	   3	   4	  10	  25	 500	-1	 469	-1	
cells	   4	   5	   9	  17	-1	-1	-1	-1	
celluloid	   8	   9	   0	   0	-1	-1	-1	-1	
celt	   -  	   4	   9		-1	-1	-1	-1	
celts	   -  	   5	   8		-1	-1	-1	-1	
censorship	   8	  10	   0	   0	-1	-1	-1	-1	
cent	   4	   4	  11	  16	 433	-1	 518	-1	
centavos	   -  	   8	   0		-1	-1	-1	-1	
centigram	   -  	   9	   0		-1	-1	-1	-1	
centrifuge	  10	  10	   0	   0	-1	-1	-1	-1	
cents	   5	   5	   6	  12	-1	-1	-1	-1	
centuries	   8	   9	   0	   1	-1	-1	-1	-1	
century	   7	   7	   0	   1	 414	-1	 395	-1	
ceramics	   8	   8	   0	   1	-1	-1	-1	-1	
cereal	   5	   6	   0	   2	 245	-1	 608	-1	
cereals	   6	   7	   0	   2	-1	-1	-1	-1	
certainty	   6	   9	   1	   1	-1	-1	-1	-1	
certitude	   8	   9	   0	   1	-1	-1	-1	-1	
cesium	   -  	   6	   0		-1	-1	-1	-1	
cessation	   6	   9	   0	   1	-1	-1	-1	-1	
chains	   4	   6	   1	  13	-1	-1	-1	-1	
chairwoman	   -  	  10	   0		-1	-1	-1	-1	
chaise	   3	   6	   0	  22	-1	-1	-1	-1	
chalk	   3	   5	   0	  12	 260	-1	 603	-1	
chalks	   4	   6	   1	  11	-1	-1	-1	-1	
challenger	   8	  10	   2	   0	-1	-1	-1	-1	
champ	   -  	   5	   5		-1	-1	-1	-1	
champions	   8	   9	   0	   2	-1	-1	-1	-1	
chandelier	   8	  10	   0	   0	-1	-1	-1	-1	
changeover	   -  	  10	   0		-1	-1	-1	-1	
chaps	   4	   5	   5	  15	-1	-1	-1	-1	
character	   8	   9	   0	   1	 464	-1	 372	-1	
characters	   8	  10	   0	   1	-1	-1	-1	-1	
chariot	   5	   7	   0	   1	-1	-1	-1	-1	
chariots	   6	   8	   0	   1	-1	-1	-1	-1	
charities	   7	   9	   0	   1	-1	-1	-1	-1	
charity	   6	   7	   1	   2	 433	-1	 445	-1	
charlatan	   7	   9	   0	   0	-1	-1	-1	-1	
charlatans	   -  	  10	   0		-1	-1	-1	-1	
charms	   4	   6	   2	  11	-1	-1	-1	-1	
charwoman	   7	   9	   0	   0	-1	-1	-1	-1	
chastity	   7	   8	   0	   0	-1	-1	-1	-1	
chauvinist	   8	  10	   1	   0	-1	-1	-1	-1	
cheeks	   4	   6	   4	  10	-1	-1	-1	-1	
chefs	   4	   5	   2	   1	-1	-1	-1	-1	
chemicals	   7	   9	   0	   1	-1	-1	-1	-1	
chemistry	   8	   9	   0	   0	-1	 478	 458	-1	
cheque	   3	   6	   0	  11	 463	-1	 559	-1	
cheques	   4	   7	   0	  11	-1	-1	-1	-1	
cherokees	   -  	   9	   0		-1	-1	-1	-1	
chest	   4	   5	   3	  15	 302	-1	 551	-1	
chests	   5	   6	   2	   8	-1	-1	-1	-1	
chianti	   -  	   7	   0		-1	-1	-1	-1	
chicagoan	   -  	   9	   0		-1	-1	-1	-1	
chiefs	   4	   6	   0	   4	-1	-1	-1	-1	
chimes	   4	   6	   5	  10	-1	-1	-1	-1	
chimpanzee	   8	  10	   0	   0	-1	 376	-1	 620	
chinks	   5	   6	   3	  12	-1	-1	-1	-1	
chits	   4	   5	   4	  18	-1	-1	-1	-1	
chivalry	   6	   8	   0	   1	-1	-1	-1	-1	
chloroform	   8	  10	   0	   0	-1	-1	-1	-1	
choirs	   5	   6	   1	   4	-1	-1	-1	-1	
chok	   -  	   4	   3		-1	-1	-1	-1	
cholera	   6	   7	   0	   0	-1	-1	-1	-1	
chon	   -  	   4	   3		-1	-1	-1	-1	
chord	   3	   5	   2	  36	-1	-1	-1	-1	
chords	   4	   6	   2	  16	-1	-1	-1	-1	
chores	   3	   6	   6	  23	-1	-1	-1	-1	
choruses	   7	   8	   1	   1	-1	-1	-1	-1	
chrome	   4	   6	   0	  11	 528	-1	 491	-1	
chromium	   6	   8	   0	   0	-1	-1	-1	-1	
chromosome	   8	  10	   0	   0	-1	-1	-1	-1	
chronicler	   9	  10	   2	   0	-1	-1	-1	-1	
chrysalis	   8	   9	   0	   0	-1	-1	-1	-1	
chums	   4	   5	   1	  11	-1	-1	-1	-1	
chun	   -  	   4	   5		-1	-1	-1	-1	
chunks	   5	   6	   2	   6	-1	-1	-1	-1	
churns	   4	   6	   0	  11	-1	-1	-1	-1	
cicada	   -  	   6	   0		-1	-1	-1	-1	
cicadas	   7	   7	   0	   0	-1	-1	-1	-1	
cicerone	   -  	   8	   0		-1	-1	-1	-1	
cigarette	   7	   9	   0	   1	-1	 264	 645	-1	
cinemas	   7	   7	   0	   2	-1	-1	-1	-1	
cinnamon	   7	   8	   0	   2	-1	-1	-1	-1	
cinque	   -  	   6	   0		-1	-1	-1	-1	
circuitry	   -  	   9	   0		-1	-1	-1	-1	
circulars	   8	   9	   0	   1	-1	-1	-1	-1	
circuses	   7	   8	   0	   0	-1	-1	-1	-1	
citadel	   7	   7	   0	   1	-1	-1	-1	-1	
citation	   6	   8	   0	   1	-1	-1	 386	-1	
citations	   7	   9	   0	   1	-1	-1	-1	-1	
civilians	   9	   9	   0	   1	-1	-1	-1	-1	
clans	   5	   5	   7	   6	-1	-1	-1	-1	
clarinet	   8	   8	   0	   0	-1	-1	 593	-1	
clarion	   6	   7	   0	   1	-1	-1	-1	-1	
clarity	   7	   7	   2	   0	-1	 564	-1	 286	
classicist	   -  	  10	   1		-1	-1	-1	-1	
clavichord	   -  	  10	   0		-1	-1	-1	-1	
clavicle	   -  	   8	   0		-1	-1	-1	-1	
clays	   -  	   5	   6		-1	-1	-1	-1	
clearances	   9	  10	   0	   0	-1	-1	-1	-1	
cleat	   4	   5	   6	   7	-1	-1	 481	-1	
cleats	   5	   6	   5	   4	-1	-1	-1	-1	
clef	   -  	   4	   1		-1	-1	-1	-1	
clergyman	   8	   9	   1	   0	-1	 443	-1	 577	
clergymen	   8	   9	   1	   0	-1	-1	-1	-1	
cleverness	   8	  10	   0	   0	-1	 411	-1	 298	
clicks	   5	   6	   3	  10	-1	-1	-1	-1	
clientele	   8	   9	   0	   0	-1	-1	-1	-1	
cliffs	   5	   6	   0	   4	-1	-1	-1	-1	
climes	   5	   6	   3	   6	-1	-1	-1	-1	
clinician	   -  	   9	   0		-1	-1	-1	-1	
clinicians	   -  	  10	   0		-1	-1	-1	-1	
clique	   4	   6	   0	  12	-1	-1	-1	-1	
cliques	   5	   7	   0	   9	-1	-1	-1	-1	
clitoris	   8	   8	   0	   0	-1	-1	-1	-1	
clones	   -  	   6	   2		-1	-1	-1	-1	
cloth	   4	   5	   2	   4	 255	-1	 487	-1	
cloths	   5	   6	   1	   3	-1	-1	-1	-1	
cloudiness	   -  	  10	   0		-1	-1	-1	-1	
cloves	   5	   6	   4	   5	-1	-1	-1	-1	
clowns	   5	   6	   1	   5	-1	-1	-1	-1	
clubhouses	   -  	  10	   0		-1	-1	-1	-1	
clubs	   5	   5	   1	   3	-1	-1	-1	-1	
clues	   4	   5	   3	  11	-1	-1	-1	-1	
clumps	   6	   6	   1	   4	-1	-1	-1	-1	
clumsiness	   9	  10	   0	   0	-1	-1	-1	-1	
coals	   4	   5	   5	  24	-1	-1	-1	-1	
coasts	   5	   6	   3	  11	-1	-1	-1	-1	
coauthor	   -  	   8	   0		-1	-1	-1	-1	
coauthors	   -  	   9	   0		-1	-1	-1	-1	
cockatoos	   -  	   9	   0		-1	-1	-1	-1	
cockiness	   -  	   9	   0		-1	-1	-1	-1	
coconut	   7	   7	   0	   1	-1	-1	-1	-1	
